STD_YMD,WIAR_SIDO_CD,SGNG_CD,UMD_CD,TOBU_BIDVS_CD,TOBU_MEDVS_CD,PERS_CORP_CLCD,PHOLI_CLCD,TIZO_CLCD,SEX_CLCD,N10_UNIT_AGE_CLCD,HSH_LFTM_MAIN_PRE_CD,EST_INCM_SECT_CD,IFW_AREA_CD,IFW_DISTC_SECT_CD,PAYM_NOCA,SALE_AMT
20250220,26,110,0000000001,10,01,C,0,04,M,30,01,01,A09,01,1,301829
20250506,26,110,0000000001,40,03,C,0,03,M,10,03,03,A09,02,2,91401
20250507,26,410,0000000010,40,03,P,1,03,F,10,03,03,A10,01,5,201047
20250306,26,410,0000000013,10,01,C,1,03,M,10,01,02,A09,02,2,457093
20250223,41,110,0000000002,30,01,C,1,02,M,50,02,01,A10,01,5,372952
20250210,26,110,0000000015,20,03,P,1,03,M,60,02,02,A08,03,3,50949
20250612,26,110,0000000014,10,03,P,0,01,F,50,03,03,A02,03,1,455777
20250216,11,110,0000000011,20,02,C,0,02,F,30,03,01,A03,01,2,216047
20250425,26,260,0000000013,40,02,C,1,01,M,40,01,03,A02,03,5,122231
20250307,26,260,0000000010,20,01,P,0,02,M,50,03,01,A05,02,1,264261
20250214,11,410,0000000013,20,01,C,1,01,F,50,03,03,A04,02,1,269930
20250413,26,260,0000000020,30,02,P,1,02,F,50,01,02,A06,03,5,64983
20250602,26,260,0000000015,20,02,P,0,03,F,40,03,01,A06,03,1,78330
20250131,26,110,0000000004,30,01,C,1,04,M,40,03,02,A04,01,1,329474
20250625,41,410,0000000002,10,03,C,1,02,M,10,02,01,A02,02,2,170082
20250531,26,410,0000000012,20,02,P,1,02,M,10,02,01,A06,02,4,497639
20250607,41,410,0000000019,30,02,C,0,01,F,10,01,02,A03,01,4,312539
20250103,41,110,0000000005,40,03,C,0,01,M,50,02,01,A05,01,2,15293
20250625,41,260,0000000018,20,02,C,0,01,F,20,01,02,A04,03,2,441430
20250201,11,260,0000000013,40,01,P,0,04,F,50,02,02,A03,01,5,213053
20250526,26,410,0000000019,10,02,C,0,03,M,40,01,03,A05,02,4,458163
20250315,11,110,0000000015,10,02,P,1,02,M,30,02,02,A02,02,5,318203
20250414,26,260,0000000020,40,03,P,0,03,M,50,03,03,A01,01,5,492983
20250423,11,260,0000000002,10,03,C,1,02,F,10,02,03,A02,01,3,452483
20250313,26,410,0000000008,20,02,P,1,04,M,20,04,02,A10,03,1,140069
20250420,26,410,0000000006,40,02,C,0,01,M,50,04,01,A02,01,2,132058
20250129,41,260,0000000001,10,03,P,1,04,M,40,03,01,A03,02,2,491448
20250622,41,410,0000000003,10,03,C,1,02,M,40,03,01,A07,03,1,266019
20250613,26,260,0000000012,30,03,C,0,04,M,40,02,03,A02,01,1,264464
20250512,41,260,0000000008,40,01,C,1,04,M,10,02,02,A09,03,4,353339
20250130,26,110,0000000005,30,02,C,1,04,M,20,04,01,A08,03,3,395496
20250125,41,410,0000000012,40,03,P,0,02,M,20,01,03,A01,02,5,408810
20250104,11,110,0000000013,40,02,C,1,04,M,60,04,03,A10,01,5,449569
20250429,26,410,0000000005,40,03,P,0,04,M,50,02,03,A08,01,1,6959
20250612,26,110,0000000020,40,02,P,1,02,F,10,01,01,A05,03,5,211687
20250328,11,110,0000000013,40,02,C,1,01,M,10,04,03,A10,02,1,163159
20250128,11,110,0000000008,20,02,P,0,01,F,40,02,01,A04,02,1,85505
20250207,26,410,0000000019,20,01,P,0,04,F,40,03,03,A01,01,2,134491
20250315,26,410,0000000010,20,01,P,1,04,M,40,04,03,A06,01,5,165797
20250108,11,410,0000000001,10,02,P,1,01,M,40,01,01,A05,01,2,460149
20250407,26,260,0000000004,30,03,P,1,01,F,40,01,02,A03,01,3,144276
20250419,11,110,0000000017,20,02,C,1,02,M,10,02,02,A03,02,4,263435
20250106,41,410,0000000015,30,03,P,1,01,F,60,04,03,A02,03,1,63232
20250519,26,260,0000000012,10,03,C,0,02,F,10,02,01,A01,03,2,22231
20250615,41,110,0000000020,20,03,P,0,03,F,50,04,03,A08,01,1,190502
20250125,41,260,0000000020,30,03,P,1,02,F,50,01,02,A10,03,3,105746
20250222,26,260,0000000017,30,01,P,1,01,F,10,01,01,A03,03,3,419846
20250521,11,260,0000000004,20,02,P,1,04,F,30,04,01,A07,02,4,89779
20250413,41,260,0000000012,30,03,C,0,02,M,40,04,02,A07,02,1,236007
20250130,11,410,0000000009,10,02,P,1,04,F,20,01,03,A08,01,5,470751
20250513,41,110,0000000014,10,01,C,1,03,F,30,01,02,A08,01,3,435649
20250629,26,410,0000000020,20,02,C,1,04,M,30,04,01,A10,03,5,38467
20250109,26,110,0000000001,30,03,P,0,01,M,30,03,02,A04,03,5,72045
20250105,41,110,0000000012,40,02,P,1,01,F,40,02,02,A07,01,2,428704
20250404,41,110,0000000018,30,02,P,1,02,M,60,04,03,A09,01,4,397701
20250329,26,110,0000000006,30,01,C,0,01,M,40,03,02,A05,01,5,344404
20250405,26,110,0000000009,10,02,P,1,03,M,20,04,02,A03,03,1,236016
20250330,11,110,0000000007,20,03,P,0,02,F,20,03,03,A10,02,1,296932
20250205,26,260,0000000020,20,01,C,0,01,F,50,02,03,A07,01,1,12465
20250404,11,110,0000000003,20,02,P,0,03,F,60,02,02,A07,01,5,346354
20250602,11,260,0000000007,10,01,P,0,03,M,50,03,02,A05,03,5,329915
20250307,11,110,0000000007,40,03,C,1,04,M,30,02,01,A03,01,5,429885
20250501,26,260,0000000020,40,02,C,0,02,F,50,03,03,A03,02,1,400229
20250304,26,260,0000000020,30,02,C,1,01,F,60,01,03,A07,01,5,162725
20250209,26,260,0000000010,20,03,C,0,03,F,30,03,01,A01,02,2,455984
20250607,11,410,0000000013,30,01,P,1,03,F,60,02,01,A06,03,5,43016
20250128,41,110,0000000001,30,02,P,0,04,M,10,03,03,A04,01,2,353976
20250623,41,410,0000000008,40,02,P,1,04,F,40,03,02,A08,03,3,231229
20250201,26,110,0000000019,20,02,P,1,04,M,40,03,03,A06,01,4,78980
20250413,26,110,0000000015,20,03,P,0,02,F,10,03,01,A06,02,4,481603
20250531,11,410,0000000008,40,03,C,1,03,F,50,02,03,A09,01,2,341090
20250327,11,110,0000000014,40,03,P,0,02,F,20,04,03,A08,01,4,140593
20250329,11,260,0000000005,40,02,P,0,01,F,10,03,01,A04,01,5,248286
20250305,41,110,0000000004,30,03,C,1,01,M,40,02,03,A03,02,3,240224
20250108,26,110,0000000008,20,03,P,1,02,M,40,03,02,A10,02,2,417725
20250412,26,410,0000000010,20,01,P,0,03,M,30,01,03,A03,02,1,215880
20250217,41,410,0000000013,30,01,P,1,02,M,60,03,01,A09,03,3,190293
20250528,11,260,0000000012,40,02,P,0,03,F,60,04,03,A06,03,5,218992
20250411,11,260,0000000013,20,02,C,1,02,F,10,04,02,A04,02,5,144611
20250418,41,410,0000000003,10,02,C,1,03,M,10,03,02,A02,01,1,367295
20250508,26,110,0000000018,40,01,P,0,01,F,20,01,02,A07,02,1,122298
20250524,26,410,0000000012,20,02,P,0,04,M,40,04,03,A03,02,1,362866
20250515,11,410,0000000005,10,03,C,0,02,F,50,04,03,A03,03,5,441730
20250428,41,260,0000000005,20,03,C,0,03,M,20,03,02,A09,01,4,381699
20250506,26,260,0000000009,20,02,C,0,04,F,30,04,02,A10,03,2,267789
20250602,41,410,0000000007,20,03,P,1,03,M,50,01,02,A06,01,4,270493
20250420,41,110,0000000017,10,03,C,1,01,F,50,02,02,A02,03,5,365168
20250301,41,110,0000000018,10,03,P,0,03,M,20,01,02,A05,01,2,344786
20250205,11,410,0000000006,40,01,P,0,03,F,30,01,03,A03,01,1,340438
20250108,26,260,0000000003,20,03,P,1,02,M,10,03,02,A05,02,1,121372
20250116,41,260,0000000011,20,02,P,0,02,M,10,01,01,A05,03,2,392148
20250518,26,110,0000000013,30,02,P,0,03,M,60,02,02,A06,03,3,12302
20250314,26,410,0000000013,10,01,P,1,03,M,40,03,02,A01,03,4,168234
20250409,11,110,0000000010,10,02,C,0,02,F,40,03,02,A05,03,5,106102
20250312,26,260,0000000011,20,01,P,1,02,M,20,03,02,A09,01,3,1042
20250524,41,260,0000000007,30,03,C,0,04,F,20,04,03,A05,01,3,409044
20250322,11,260,0000000005,10,03,C,1,01,F,40,04,02,A07,03,4,145003
20250425,11,260,0000000010,40,03,P,1,03,F,50,03,03,A10,02,2,158621
20250111,26,410,0000000008,30,03,P,0,01,M,50,04,03,A02,02,3,496436
20250125,41,110,0000000010,20,02,P,1,01,F,60,03,01,A06,02,2,418261
20250318,26,110,0000000004,40,01,C,0,03,M,40,03,01,A02,03,5,71360
20250407,41,110,0000000014,20,01,P,1,03,F,60,03,02,A01,02,2,471102
20250219,41,260,0000000010,20,03,P,0,02,M,10,02,02,A05,03,1,18095
20250530,41,110,0000000009,30,03,C,1,04,F,10,01,01,A04,01,5,288394
20250310,41,110,0000000019,20,02,C,1,02,F,50,03,01,A09,03,2,110327
20250204,11,110,0000000017,30,02,P,0,03,F,20,02,01,A08,01,2,39824
20250606,11,410,0000000010,10,03,C,0,01,F,10,03,01,A07,02,1,401976
20250228,41,410,0000000014,10,01,P,0,04,M,40,04,03,A09,03,3,327901
20250528,26,410,0000000017,40,01,P,1,04,M,10,01,01,A05,02,5,353838
20250602,41,110,0000000011,20,02,P,1,01,F,30,02,01,A07,01,1,372225
20250302,26,260,0000000011,20,03,C,0,03,M,50,03,01,A09,01,1,130485
20250205,11,260,0000000014,30,03,C,0,03,F,50,02,03,A08,01,4,202090
20250223,26,410,0000000020,40,02,C,1,02,F,30,04,02,A03,02,5,255369
20250121,11,410,0000000005,10,03,C,1,01,M,40,04,03,A04,01,1,486509
20250216,26,410,0000000013,40,03,P,1,03,M,40,01,01,A08,01,1,285512
20250316,41,410,0000000005,10,02,C,0,01,F,10,04,01,A10,03,2,41580
20250618,11,410,0000000016,40,01,C,1,04,F,40,02,02,A02,02,3,1995
20250524,41,110,0000000003,10,02,C,1,04,F,20,02,03,A10,01,5,150934
20250510,26,110,0000000017,40,03,C,1,02,F,20,02,03,A04,03,1,473445
20250207,26,410,0000000009,10,02,P,1,02,F,20,01,01,A05,02,1,136906
20250622,41,410,0000000007,10,01,P,0,04,F,30,04,03,A05,01,1,48202
20250630,11,110,0000000012,40,02,C,0,01,F,20,01,01,A08,02,3,25168
20250331,11,260,0000000019,10,02,C,1,04,F,20,01,02,A02,03,1,224277
20250429,41,410,0000000015,20,01,P,0,04,M,50,01,01,A06,01,3,192136
20250116,26,260,0000000015,40,01,P,1,03,F,10,02,01,A05,02,4,219170
20250312,26,410,0000000019,10,01,P,1,02,F,20,03,03,A09,03,1,99165
20250113,26,260,0000000012,40,01,C,1,04,M,50,04,02,A04,02,4,492227
20250324,11,410,0000000004,20,02,P,0,04,M,60,02,01,A01,01,5,17622
20250131,11,410,0000000012,30,03,P,1,04,F,10,04,02,A07,03,3,7735
20250120,26,260,0000000009,40,03,P,1,01,M,60,02,01,A03,03,3,262343
20250128,26,410,0000000015,30,02,C,1,01,F,40,04,01,A07,03,2,225172
20250602,26,260,0000000007,20,03,P,1,02,F,10,03,03,A03,02,1,238974
20250113,41,260,0000000008,20,03,C,0,02,F,40,04,01,A07,02,1,314908
20250124,11,260,0000000016,10,03,C,1,01,F,40,02,02,A03,03,1,164503
20250404,26,410,0000000010,40,02,C,0,02,M,10,02,02,A10,02,1,339988
20250423,26,110,0000000015,20,01,P,0,03,M,50,03,01,A07,02,3,174204
20250425,11,260,0000000018,10,03,P,0,01,F,60,01,01,A08,02,2,376535
20250525,41,410,0000000005,20,01,P,1,03,M,10,01,01,A05,01,3,368349
20250104,26,110,0000000014,40,02,P,1,04,M,60,02,02,A06,03,1,58490
20250508,11,110,0000000004,30,02,P,1,04,M,60,01,02,A04,02,4,452467
20250517,11,260,0000000008,40,02,C,0,01,F,20,02,02,A02,01,1,290233
20250410,26,410,0000000002,20,02,P,0,01,F,50,04,01,A02,01,3,82527
20250210,41,260,0000000007,40,02,C,1,01,M,40,01,01,A06,01,5,476698
20250519,41,410,0000000003,30,01,P,1,02,M,20,02,01,A05,03,5,440301
20250123,41,110,0000000020,30,01,P,1,01,M,20,03,02,A09,01,3,241447
20250612,41,410,0000000015,20,03,C,0,03,F,30,03,02,A10,02,1,288421
20250407,41,410,0000000018,40,03,P,0,03,M,50,01,02,A09,02,2,413694
20250517,11,260,0000000016,40,02,C,1,04,M,30,03,02,A07,01,4,109733
20250513,26,260,0000000006,10,02,C,1,03,F,10,03,03,A06,03,4,219163
20250531,11,410,0000000011,40,02,C,1,02,F,30,01,01,A08,03,3,255361
20250416,11,410,0000000004,40,02,P,0,01,M,40,02,01,A08,03,1,432936
20250303,26,410,0000000017,10,01,P,0,03,F,30,02,01,A08,02,3,57335
20250123,26,410,0000000014,10,02,C,0,02,F,60,01,01,A02,03,1,227046
20250216,11,110,0000000006,40,03,C,0,03,F,10,01,01,A02,01,5,145014
20250218,11,110,0000000015,10,03,C,1,02,M,30,03,03,A06,01,5,291993
20250618,41,410,0000000013,40,01,P,0,02,F,10,04,03,A07,01,2,448555
20250222,11,410,0000000010,10,02,C,1,02,M,30,03,02,A10,02,2,183030
20250224,41,110,0000000014,30,02,P,0,01,F,30,03,02,A08,02,2,285262
20250213,41,110,0000000013,10,01,P,0,02,F,60,03,02,A08,01,3,389802
20250604,11,260,0000000013,20,03,P,1,03,M,20,03,01,A02,03,3,494588
20250112,11,260,0000000015,30,01,P,1,01,M,60,03,02,A03,03,5,81726
20250529,11,410,0000000011,20,01,P,0,01,M,30,03,01,A03,01,5,188285
20250517,26,260,0000000018,40,03,C,1,01,M,30,03,01,A05,01,4,376042
20250513,26,410,0000000011,10,02,C,1,01,F,30,02,01,A04,03,3,268466
20250409,26,410,0000000002,40,02,P,1,02,M,20,02,03,A07,01,3,79572
20250319,26,410,0000000018,40,03,P,0,03,M,10,02,02,A06,02,3,172579
20250525,41,110,0000000019,30,03,C,1,04,F,30,01,03,A02,03,2,395779
20250227,11,260,0000000008,40,01,P,0,01,M,10,02,01,A09,03,4,482216
20250226,26,110,0000000012,10,01,P,0,03,F,20,02,02,A03,03,4,392731
20250506,41,410,0000000020,10,02,P,1,04,M,20,02,02,A07,01,2,470431
20250322,41,410,0000000013,20,01,P,0,02,F,10,02,03,A03,02,4,419193
20250304,11,110,0000000011,40,03,P,1,01,F,60,02,02,A06,03,5,372929
20250113,41,410,0000000020,30,02,P,0,03,M,20,03,02,A06,03,5,7249
20250227,41,110,0000000018,10,01,C,1,02,M,40,01,02,A10,02,1,12596
20250113,11,410,0000000017,20,01,C,0,04,M,20,03,01,A06,02,4,370272
20250321,41,260,0000000019,20,03,P,1,03,F,10,03,02,A09,03,3,346752
20250603,11,110,0000000003,10,02,P,0,02,M,50,01,02,A05,02,4,139926
20250104,41,260,0000000006,10,03,P,1,03,M,60,04,01,A03,03,4,407416
20250404,11,110,0000000010,10,01,C,1,01,F,20,01,01,A01,02,5,66712
20250104,41,260,0000000003,20,01,P,1,02,F,60,02,02,A02,01,5,274246
20250505,26,110,0000000015,20,03,C,1,03,F,30,02,02,A05,01,1,244031
20250310,26,260,0000000006,30,03,C,0,02,F,10,04,03,A10,03,3,126873
20250607,41,110,0000000004,40,01,P,0,01,M,20,03,01,A03,02,4,396228
20250226,41,410,0000000019,40,01,C,1,03,M,10,01,02,A07,03,5,177719
20250419,26,110,0000000009,30,01,P,0,01,M,60,02,02,A06,01,4,348714
20250403,26,410,0000000009,10,01,P,1,01,M,10,03,03,A09,03,1,45522
20250120,11,410,0000000014,20,03,C,0,02,F,40,01,03,A02,02,3,449307
20250622,41,410,0000000017,20,01,C,1,02,F,40,04,02,A07,03,2,484942
20250507,41,260,0000000001,20,01,C,1,03,F,20,02,02,A06,01,1,244402
20250221,26,110,0000000019,40,02,P,0,03,F,40,03,02,A09,03,1,356768
20250222,11,110,0000000002,10,01,C,0,04,M,50,02,02,A02,03,3,115578
20250603,26,110,0000000012,20,03,P,1,01,M,10,04,02,A08,02,3,471419
20250611,26,260,0000000011,40,01,C,0,01,F,40,04,01,A02,03,1,52507
20250225,11,110,0000000003,20,01,P,0,02,M,50,01,01,A09,03,2,155263
20250419,26,110,0000000003,10,02,C,1,02,M,60,03,03,A03,01,5,179135
20250416,41,260,0000000004,20,01,C,0,02,M,10,01,02,A02,03,3,240531
20250317,26,260,0000000018,20,01,P,0,02,M,10,04,03,A03,02,1,190729
20250316,26,110,0000000005,10,01,C,1,01,F,10,02,01,A05,02,2,119967
20250417,41,110,0000000010,20,03,C,0,04,F,20,03,02,A10,03,2,52491
20250409,26,410,0000000017,10,03,P,0,03,M,20,01,02,A09,02,4,352504
20250511,26,260,0000000017,40,02,C,1,04,M,60,02,03,A01,01,5,357833
20250117,41,260,0000000016,20,02,C,1,03,M,60,03,03,A02,03,3,279031
20250103,11,260,0000000001,40,02,C,0,01,M,40,04,01,A05,01,3,199926
20250326,41,110,0000000002,30,03,P,0,03,F,30,03,03,A05,03,4,146129
20250221,11,260,0000000018,30,02,C,1,01,F,40,02,01,A01,03,2,259982
20250305,11,110,0000000005,30,02,C,0,04,M,30,01,01,A02,01,1,492129
20250624,26,110,0000000012,40,03,C,0,01,F,50,01,01,A03,01,2,459214
20250322,41,410,0000000020,30,01,P,0,02,F,10,02,02,A04,02,5,450974
20250623,11,260,0000000012,30,01,C,0,02,M,20,01,03,A04,01,1,67792
20250618,26,260,0000000006,40,02,P,1,04,F,10,03,03,A09,03,3,322207
20250628,11,110,0000000008,40,02,C,0,04,M,20,02,02,A01,02,5,62039
20250601,11,110,0000000020,20,01,C,0,03,M,20,04,01,A10,02,2,43612
20250114,41,410,0000000010,10,03,C,1,03,M,40,03,03,A06,03,2,140391
20250618,41,110,0000000014,10,01,P,0,03,M,40,03,01,A09,02,4,330730
20250622,11,260,0000000013,20,03,C,0,01,F,20,02,01,A03,03,2,330849
20250520,41,410,0000000014,30,02,P,0,04,F,10,03,01,A05,01,2,331317
20250611,26,260,0000000001,30,02,P,1,01,F,10,03,02,A08,01,2,431745
20250516,11,260,0000000020,10,01,P,0,02,M,10,02,03,A10,02,1,380465
20250416,11,260,0000000004,30,01,C,0,03,M,60,03,01,A04,03,4,103966
20250623,11,110,0000000012,30,03,C,0,04,M,30,01,01,A05,03,4,189221
20250317,26,410,0000000015,10,01,P,1,01,F,30,02,01,A09,03,4,57400
20250524,11,410,0000000010,40,03,C,1,04,F,20,04,01,A09,02,4,353356
20250429,41,410,0000000005,30,02,C,0,04,F,20,03,01,A02,01,2,292561
20250220,41,110,0000000014,40,02,P,0,01,M,40,01,03,A05,02,3,95602
20250403,11,260,0000000017,20,02,C,0,03,M,30,04,01,A05,03,3,3707
20250609,26,260,0000000003,10,02,P,1,01,F,40,03,02,A02,03,3,199245
20250309,11,260,0000000014,10,03,P,1,01,F,40,02,02,A05,02,3,122585
20250214,11,110,0000000019,40,02,P,1,03,M,10,04,02,A06,03,3,28909
20250423,41,260,0000000016,30,02,C,1,03,F,40,04,01,A10,02,5,17598
20250113,26,110,0000000012,10,02,P,0,04,M,20,03,02,A02,03,3,89233
20250123,11,410,0000000003,10,03,P,1,03,F,60,03,01,A03,02,5,256379
20250130,26,110,0000000006,40,03,C,0,02,M,40,01,02,A08,02,3,245162
20250401,41,260,0000000008,40,02,P,0,04,M,40,04,01,A10,03,2,449436
20250613,26,260,0000000013,20,02,C,1,04,M,30,02,03,A05,03,5,59541
20250223,26,110,0000000014,40,01,C,1,03,M,60,02,03,A06,01,4,392230
20250308,11,110,0000000018,40,01,C,1,04,M,40,02,02,A06,03,1,105423
20250328,26,110,0000000003,40,02,P,1,01,M,20,01,03,A04,02,2,132151
20250226,26,110,0000000001,20,02,C,1,03,M,20,03,02,A04,01,5,41396
20250216,11,410,0000000013,10,03,C,1,04,M,20,04,03,A02,01,1,239228
20250504,41,260,0000000020,10,03,C,1,04,F,10,03,01,A01,01,1,436164
20250504,11,410,0000000020,30,02,P,1,03,F,60,02,01,A08,03,4,400628
20250102,41,410,0000000016,40,03,C,1,04,M,30,01,03,A02,01,1,315629
20250223,11,260,0000000009,20,03,P,0,01,F,60,04,02,A02,03,3,424422
20250127,41,110,0000000019,40,01,P,1,02,F,40,03,03,A04,03,2,487129
20250425,41,110,0000000002,30,01,P,0,02,M,10,01,01,A06,01,2,75501
20250613,41,410,0000000003,30,02,C,0,04,F,40,01,03,A04,01,1,270006
20250308,41,410,0000000006,40,01,P,1,01,M,10,04,03,A09,02,1,174232
20250315,26,410,0000000020,40,01,P,1,01,M,20,02,03,A02,01,4,411472
20250425,11,260,0000000009,40,03,C,1,01,F,50,02,01,A01,02,3,113275
20250329,11,260,0000000015,40,01,P,0,02,F,30,04,03,A03,03,2,438465
20250630,26,410,0000000003,10,02,P,0,03,M,40,03,03,A01,01,2,49591
20250312,41,110,0000000008,40,02,P,1,03,M,50,01,01,A05,01,2,320315
20250628,26,410,0000000009,40,01,P,1,03,M,10,02,01,A02,02,4,353177
20250605,11,410,0000000010,30,01,P,0,03,M,10,02,02,A04,01,3,194361
20250614,11,260,0000000009,10,03,C,0,01,F,30,01,02,A02,01,1,19738
20250401,41,410,0000000020,10,02,C,1,01,F,40,04,02,A10,02,3,470095
20250303,26,260,0000000018,10,02,P,0,01,F,20,02,03,A06,02,4,403350
20250103,11,260,0000000008,30,02,P,1,01,F,50,04,03,A04,01,5,188225
20250528,11,410,0000000009,10,03,C,0,03,M,40,02,02,A01,01,2,272746
20250413,41,110,0000000013,30,02,P,1,04,M,40,02,03,A08,03,4,430336
20250223,11,260,0000000010,30,02,C,0,03,F,10,03,01,A05,03,5,436767
20250503,41,110,0000000002,20,01,P,1,01,M,60,04,02,A02,03,4,166261
20250217,41,410,0000000020,40,01,C,1,03,M,50,02,01,A03,02,3,288857
20250121,41,410,0000000004,40,01,C,1,01,M,20,02,02,A03,02,2,64256
20250126,41,110,0000000012,40,02,C,1,01,F,10,03,03,A03,02,3,43938
20250610,41,110,0000000003,10,03,P,0,03,F,10,04,03,A05,03,1,26564
20250316,41,110,0000000007,20,02,C,1,01,M,50,03,02,A02,02,5,29211
20250131,26,110,0000000013,30,03,C,1,02,M,20,02,01,A03,01,4,100293
20250312,41,410,0000000016,20,03,C,0,01,F,50,02,03,A09,01,5,45845
20250107,41,410,0000000009,40,01,P,0,02,F,30,03,03,A01,01,3,244755
20250412,26,110,0000000003,20,03,C,0,03,F,60,02,01,A01,01,1,291701
20250306,11,260,0000000005,30,01,P,1,02,F,60,02,01,A03,03,3,182083
20250101,11,260,0000000002,40,01,C,0,02,F,10,02,01,A05,03,4,472728
20250209,11,110,0000000002,30,03,C,1,04,F,30,04,02,A05,03,4,354632
20250426,11,260,0000000017,30,02,C,0,01,F,40,02,03,A10,01,2,362873
20250528,11,260,0000000007,20,02,C,1,02,F,40,01,02,A04,01,1,293835
20250615,41,260,0000000015,30,02,C,0,02,F,50,03,03,A07,03,2,30539
20250108,11,410,0000000012,40,02,C,1,03,F,40,03,02,A01,02,4,128441
20250508,41,260,0000000018,10,01,P,1,04,M,40,04,03,A05,02,2,476799
20250217,26,410,0000000019,10,03,P,0,01,F,60,04,01,A10,01,3,114756
20250618,26,410,0000000001,20,01,C,1,03,M,10,02,03,A07,01,2,355518
20250118,26,410,0000000013,20,01,C,1,03,M,10,03,01,A01,03,2,110459
20250630,11,110,0000000008,30,03,P,0,03,M,60,01,02,A05,03,1,335711
20250203,11,260,0000000011,20,03,P,1,02,M,30,04,01,A09,02,4,112080
20250427,26,110,0000000018,10,03,C,1,04,M,30,02,02,A08,02,5,467585
20250511,11,260,0000000002,30,02,P,0,01,F,40,03,01,A08,03,4,217649
20250213,11,110,0000000012,30,02,P,0,03,F,30,04,01,A10,01,5,447588
20250606,26,260,0000000013,10,01,C,0,01,M,60,04,03,A03,01,4,337528
20250330,11,110,0000000003,40,01,C,0,03,F,20,01,03,A01,03,5,346020
20250628,11,260,0000000001,10,02,P,1,03,M,50,03,01,A09,01,4,119061
20250417,41,110,0000000003,10,02,P,1,02,M,60,02,03,A07,02,3,47236
20250410,41,260,0000000016,30,03,C,1,02,F,50,03,02,A10,02,3,216722
20250620,26,410,0000000009,40,03,C,0,02,F,40,02,03,A04,03,5,140646
20250411,11,410,0000000012,40,02,C,1,04,M,30,03,03,A05,03,3,456031
20250111,26,110,0000000010,40,01,P,1,04,F,40,03,02,A04,02,2,383096
20250503,41,110,0000000006,30,02,P,1,04,M,60,01,03,A09,03,1,146235
20250429,41,410,0000000018,40,01,C,0,02,M,50,01,02,A01,01,5,45488
20250403,26,110,0000000005,40,01,C,1,03,M,20,04,02,A09,03,5,84005
20250208,11,260,0000000009,20,03,P,1,03,F,20,01,02,A04,03,5,97345
20250523,41,260,0000000015,10,02,P,1,02,F,10,03,02,A04,02,3,457641
20250509,11,110,0000000001,30,01,P,0,04,M,60,02,01,A07,02,1,12127
20250423,11,410,0000000018,30,01,P,0,02,F,40,04,02,A09,03,1,103607
20250516,26,260,0000000017,40,03,C,1,02,F,20,04,02,A04,02,5,479286
20250227,26,410,0000000012,20,01,P,1,01,M,10,02,01,A06,01,2,187297
20250530,26,260,0000000019,30,02,P,0,02,F,50,01,02,A05,02,2,172740
20250630,41,410,0000000003,20,03,C,0,04,F,40,02,01,A01,01,3,266730
20250102,41,260,0000000020,10,02,C,1,02,M,60,04,02,A09,01,3,40554
20250430,26,260,0000000002,20,01,P,1,04,M,30,04,02,A05,03,5,496778
20250606,11,110,0000000012,10,03,P,1,02,F,50,02,03,A01,01,4,3797
20250210,41,260,0000000018,20,03,C,0,03,F,10,02,01,A08,03,4,355555
20250410,26,260,0000000010,10,01,P,1,03,F,30,03,02,A04,01,2,185935
20250519,11,110,0000000010,30,03,P,0,02,F,40,02,03,A04,01,4,334371
20250201,11,260,0000000003,30,03,C,0,01,M,40,02,01,A05,01,1,1448
20250521,11,410,0000000009,30,03,P,1,02,F,40,03,02,A08,03,4,473240
20250215,11,110,0000000014,40,01,C,1,02,M,40,02,01,A06,03,4,456033
20250601,41,410,0000000012,30,03,P,0,01,F,20,02,03,A05,02,3,218997
20250505,11,110,0000000014,10,02,C,1,02,F,30,03,03,A07,01,3,154518
20250509,41,260,0000000008,20,03,P,0,04,F,10,01,03,A10,03,3,235122
20250420,11,110,0000000001,30,03,P,1,01,F,50,01,02,A09,03,3,146048
20250605,26,110,0000000012,20,03,P,1,02,M,20,04,02,A03,02,2,269531
20250120,11,260,0000000007,30,03,C,1,01,F,30,04,02,A10,03,1,401889
20250102,26,260,0000000015,30,01,C,1,03,M,20,02,03,A03,03,4,149253
20250116,41,110,0000000010,30,02,P,1,04,M,50,02,02,A09,02,4,425734
20250626,41,260,0000000013,30,02,P,1,03,M,50,04,03,A04,01,3,44311
20250630,26,260,0000000020,20,02,P,0,03,M,30,02,01,A09,03,3,117959
20250502,41,110,0000000017,20,01,P,1,01,F,60,03,02,A10,01,2,160889
20250620,11,110,0000000010,10,02,P,1,02,M,20,03,01,A05,02,3,125827
20250219,26,410,0000000005,30,01,C,0,04,M,20,03,01,A09,01,4,376079
20250519,11,260,0000000013,40,02,C,0,01,M,30,03,03,A03,02,4,21407
20250321,41,110,0000000016,40,01,P,1,02,F,40,01,01,A05,01,1,285721
20250406,26,410,0000000002,20,01,C,1,02,F,60,03,02,A01,01,3,286903
20250514,41,110,0000000005,40,01,C,0,02,M,10,03,01,A07,02,5,178426
20250320,41,110,0000000006,40,01,P,0,03,M,10,02,02,A01,01,2,164856
20250330,41,110,0000000019,20,02,C,0,01,F,20,02,01,A10,01,5,146270
20250527,26,410,0000000011,40,03,C,1,02,F,20,02,01,A03,03,5,66419
20250426,26,410,0000000007,20,01,C,0,01,F,60,03,02,A07,01,1,109157
